,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
283648,171763.0,-1.2775145047196,0.742477677198433,0.742429908647607,-0.80745301900547,-0.602636810442184,1.46695477695527,1.06369155688053,0.531379510609226,-0.419484835504128,-1.13989764531294,-0.133376243979936,0.431490007808735,0.447421243254095,0.319366094925386,0.411118681663422,0.823296494386246,-1.00912408396344,1.03612184762671,0.992632788184046,-0.0104140102925807,-0.115140854741943,-0.499362858784215,-0.0594947318837574,-0.327668854244012,0.484686138898339,-0.403789687023299,-0.0847446360692305,-0.0716150419931118,261.65,0
228434,145507.0,1.62565174991202,-0.99135035957629,-0.908171035780652,0.111079919383742,0.128990245631229,1.38374095278097,-0.549138136872279,0.484908361193866,0.943187933820689,-0.0720089354156183,0.757376009146134,0.971188054752496,-0.571404381297685,0.253676382585994,0.0183088173770448,-0.37900196055868,0.142728153245261,-1.39803579356102,-0.321000123549343,-0.0439905853694855,-0.267742817525638,-0.851853851657394,0.367441184504461,-1.65988779549357,-0.856009112579208,0.244974696032673,-0.0260037441833222,-0.0524507652295634,137.82,0
132,83.0,-1.86498968243287,0.910873768593301,1.72486278713229,-1.74837114894121,0.578942616730539,-0.832531161092677,1.90144032810487,-1.91398632240301,2.11237512526886,3.01435477715588,2.02398783867183,-0.481574054647983,-1.39089738708096,-1.5997493546075,0.159606591790126,-0.0565840624762845,-1.59388183315229,-0.213254061650524,-0.448706157812056,0.274876811383353,-0.318597399376679,0.0733227127781932,-0.0616934013159464,0.547204476795596,-0.466798442117112,0.408029597981387,-2.37793292201233,-1.25554915594256,7.69,0
78977,57797.0,-0.732151305768612,0.50625423317192,1.46490780981527,1.75971331569166,0.352361992608757,-1.05617221835977,0.774541481682105,-0.0073246576924136,-0.985277136924326,0.161952830215625,-0.790309350288712,-1.10667534808424,-1.75695481786751,0.54952948021513,-0.0455140627658222,0.748181852927986,-0.642377882858083,-0.0740638056253017,-1.69937441505468,-0.0604401049912434,0.181346503873388,0.106276432854529,0.154505284612284,0.632944443758335,-0.109223915398104,-0.176701238948457,-0.0231775498078636,0.0660908570684854,70.47,0
264395,161407.0,-0.0046527239506219,1.07546264900322,-0.341932201015399,-0.621717364170884,0.996624188919499,-0.781242061132558,1.11233309854481,-0.269528890134787,0.355221736958863,-0.307389082734721,-0.570494136775374,-0.405292721509528,-0.479975623878944,-1.19914982993256,-0.0994399270969257,0.179402326390914,0.349040482690027,-0.30537939574476,-0.336164339515599,0.176593892787534,-0.422034934741914,-0.835088644154329,0.0961603294144225,0.553738323680134,-0.427988456201409,0.093356306249233,0.167178552653638,-0.0809968216892106,1.78,0
86437,61235.0,1.07955046846713,0.363987666069927,-0.0340871546457322,2.73116342677769,0.263274575051402,0.251251774318674,0.0667954472573174,0.0365237821689633,-0.157128342924203,0.03415847623812,-1.57562918848481,-0.448116954094987,-0.166830180654289,-1.32413311958761,-0.683936308081997,0.756558535829686,0.380074177769536,0.32302720401509,-0.440151091783147,0.0217350342460347,-0.164164849031755,-0.43435643475548,-0.277283397920877,-0.657212124930432,0.72375000578045,0.130935896443844,0.0063428231508839,0.0472941027864997,75.31,0
208425,137115.0,1.95095271620494,-0.297465540065136,-1.76206162601893,0.206810041802003,0.388729582894338,-0.573163994667188,0.275159046204896,-0.268252624231209,0.625503867347222,-0.0337638974177812,-1.09886682286786,0.0534316846375066,0.0414543114918471,0.496354648937825,0.891391684059835,-0.0953104475455835,-0.629173875342992,0.0670205456372963,-0.142000044545802,-0.0496253972240261,0.262334996593904,0.703004971849765,-0.084811102164726,0.304204976580888,0.299394373424406,-0.119190386650875,-0.0382621949771481,-0.0429942122620624,82.86,0
209215,137460.0,-0.327858544380218,0.927719670634623,-0.907561601518355,-1.27853086315839,1.20072393555208,-0.897240472388637,2.04426092698517,-0.517726228641705,-0.320081697908222,0.158291467793316,0.888250181934645,0.315154394486584,-0.591055769898999,0.667204813735411,-0.750775945914915,-0.512409436194899,-0.775052296393634,0.134015102520208,0.126764386941377,0.151378772273605,0.200297826841848,0.982382579360619,-0.115797453609272,0.807540740768987,-0.276270049628489,0.0136255913913353,0.366692295292894,0.0820599152134159,80.82,0
109518,71417.0,1.08112648713546,0.22023983766602,-0.29861036613377,1.1009434048504,0.23085476203525,-0.60607607623487,0.599925369261317,-0.235650747019905,-0.672659555956154,0.213476003299837,1.12376838018493,1.06588054368045,0.530883130123322,0.649070863593071,-0.08209296886985,0.103299631457977,-0.725812020985329,0.175617869353537,0.0738658924505133,0.0816289576683338,0.0924688961751915,0.107985708565219,-0.280697989915185,0.0423447802424943,0.845322433875437,-0.28905499066044,-0.0269482820039957,0.014282830101578,90.8,0
75856,56280.0,-0.533122997315622,0.696760651334698,0.54791063133618,-0.147885495390043,0.168189493838202,-0.132142986038074,0.408026497825139,0.204704890048452,-0.449458550713973,-0.114610003692927,0.37830758280078,0.40115903166109,0.180365414581199,0.326805687701069,0.0847077717037151,0.612508570433387,-0.919724461113025,0.759628868887051,0.41309983553311,-0.123630765258727,0.177274783965716,0.576083317149712,-0.0279352809367509,-0.45808148861049,-0.141025489296758,0.367756843021312,-0.367057339757094,-0.302791138137391,38.5,0
